ID,Name,ID,Name,IATACountryCode,ICAOCode,City,CityName,IATACode,IATACountryCode,ICAOCode,Latitude,Longitude,TimeZone
arp_byi_us,Burley Municipal Airport,,,,,,Burley,BYI,US,KBYI,42.541664,-113.770874,America/Boise
arp_lez_hn,La Esperanza Airport,,,,,,La Esperanza,LEZ,HN,MHLE,14.290833,-88.175,America/Tegucigalpa
arp_tfs_es,Tenerife South Airport,cit_tci_es,Tenerife,ES,,,Tenerife,TFS,ES,GCTS,28.045382,-16.573437,Atlantic/Canary
arp_wtb_au,Toowoomba Wellcamp Airport,cit_twb_au,Toowoomba,AU,,,Toowoomba,WTB,AU,YBWW,-27.558285,151.79477,Australia/Brisbane
arp_jeg_gl,Aasiaat Airport,,,,,,Aasiaat,JEG,GL,BGAA,68.72172,-52.785545,America/Godthab
arp_lvo_au,Laverton Airport,,,,,,Laverton,LVO,AU,YLTN,-28.614056,122.423355,Australia/Perth
arp_msp_us,Minneapolis-Saint Paul International Airport,cit_msp_us,Minneapolis/St Paul,US,,,Minneapolis,MSP,US,KMSP,44.883377,-93.222046,America/Chicago
arp_ogl_gy,Ogle Airport,,,,,,Georgetown,OGL,GY,SYGO,6.806294,-58.10519,America/Guyana
arp_oag_au,Orange Airport,,,,,,Orange,OAG,AU,YORG,-33.380795,149.13023,Australia/Sydney
arp_ssn_kr,Seoul Air Base,cit_sel_kr,Seoul,KR,,,Seoul,SSN,KR,RKSM,37.444695,127.11155,Asia/Seoul
arp_gbh_us,Galbraith Lake Airport,,,,,,Galbraith Lake,GBH,US,PAGB,68.47961,-149.48927,America/Anchorage
arp_iwj_jp,Iwami Airport,,,,,,Masuda,IWJ,JP,RJOW,34.676434,131.79065,Asia/Tokyo
arp_oky_au,Oakey Airport,,,,,,Oakey,OKY,AU,YBOK,-27.41305,151.7365,Australia/Brisbane
arp_oit_jp,Oita Airport,,,,,,Oita,OIT,JP,RJFO,33.47864,131.73558,Asia/Tokyo
arp_wsm_us,Wiseman Airport,,,,,,Wiseman,WSM,US,,67.40431,-150.12325,America/Anchorage
arp_ahc_us,Amedee Army Airfield,,,,,,Herlong,AHC,US,KAHC,40.26614,-120.152664,America/Los_Angeles
arp_blo_is,Blönduós Airport,,,,,,Blönduós,BLO,IS,BIBL,65.64772,-20.287539,Atlantic/Reykjavik
arp_hhn_de,Frankfurt-Hahn Airport,cit_fra_de,Frankfurt,DE,,,Frankfurt,HHN,DE,EDFH,49.946526,7.263732,Europe/Berlin
arp_knw_us,New Stuyahok Airport,,,,,,New Stuyahok,KNW,US,PANW,59.44961,-157.32803,America/Anchorage
arp_wmh_us,Ozark Regional Airport,,,,,,Mountain Home,WMH,US,KBPK,36.368896,-92.47052,America/Chicago
arp_pro_us,Perry Municipal Airport,,,,,,Perry,PRO,US,KPRO,41.828026,-94.15995,America/Chicago
arp_ayt_tr,Antalya Airport,,,,,,Antalya,AYT,TR,LTAI,36.901516,30.801188,Europe/Istanbul
arp_pts_us,Atkinson Municipal Airport,,,,,,Pittsburg,PTS,US,KPTS,37.448624,-94.731125,America/Chicago
arp_kja_ru,Krasnoyarsk International Airport,,,,,,Krasnoyarsk,KJA,RU,UNKL,56.174843,92.48735,Asia/Krasnoyarsk
arp_oeo_us,L.O. Simenstad Municipal Airport,,,,,,Osceola,OEO,US,KOEO,45.309845,-92.69078,America/Chicago
arp_ysj_ca,Saint John Airport,,,,,,Saint John,YSJ,CA,CYSJ,45.328846,-65.890335,America/Moncton
arp_tnc_us,Tin City Airport,,,,,,Tin City,TNC,US,PATC,65.56336,-167.92096,America/Nome
arp_nnu_br,Nanuque Airport,,,,,,Nanuque,NNU,BR,SNNU,-17.823677,-40.3288,America/Sao_Paulo
arp_pwo_cd,Pweto Airport,,,,,,Pweto,PWO,CD,FZQC,-8.468052,28.887478,Africa/Lubumbashi
arp_rmn_pg,Rumginae Airport,,,,,,Rumginae,RMN,PG,,-5.897432,141.27174,Pacific/Port_Moresby
arp_fln_br,Hercílio Luz International Airport,,,,,,Florianópolis,FLN,BR,SBFL,-27.670198,-48.549232,America/Sao_Paulo
arp_ort_us,Northway Airport,,,,,,Northway,ORT,US,PAOR,62.961514,-141.92729,America/Anchorage
arp_zah_ir,Zahedan International Airport,,,,,,Zahedan,ZAH,IR,OIZH,29.475594,60.903393,Asia/Tehran
arp_ian_us,Bob Baker Memorial Airport,,,,,,Kiana,IAN,US,PAIK,66.97589,-160.43619,America/Anchorage
arp_bmb_cd,Bumba Airport,,,,,,Bumba,BMB,CD,FZFU,2.182989,22.480928,Africa/Kinshasa
arp_azo_us,Kalamazoo/Battle Creek International Airport,,,,,,Kalamazoo,AZO,US,KAZO,42.234642,-85.5513,America/Detroit
arp_wux_cn,Sunan Shuofang International Airport,,,,,,Wuxi,WUX,CN,ZSWX,31.496511,120.43214,Asia/Shanghai
arp_vit_es,Vitoria Airport,,,,,,Vitoria,VIT,ES,LEVT,42.883163,-2.727871,Europe/Madrid
arp_mec_ec,Eloy Alfaro International Airport,,,,,,Manta,MEC,EC,SEMT,-0.949492,-80.68148,America/Guayaquil
arp_fen_br,Fernando de Noronha Airport,,,,,,Fernando de Noronha,FEN,BR,SBFN,-3.854772,-32.423843,America/Noronha
arp_mtw_us,Manitowoc County Airport,,,,,,Manitowoc,MTW,US,KMTW,44.124287,-87.68248,America/Chicago
arp_fvl_au,Flora Valley Airport,,,,,,Flora Valley,FVL,AU,YFLO,-18.297682,128.45055,Australia/Perth
arp_fkj_jp,Fukui Airport,,,,,,Fukui,FKJ,JP,RJNF,36.14142,136.22298,Asia/Tokyo
arp_kse_ug,Kasese Airport,,,,,,Kasese,KSE,UG,HUKS,0.185675,30.100813,Africa/Kampala
arp_mzv_my,Mulu Airport,,,,,,Mulu,MZV,MY,WBMU,4.048739,114.808,Asia/Kuching
arp_cpe_mx,Campeche International Airport,,,,,,Campeche,CPE,MX,MMCP,19.815657,-90.50135,America/Merida
arp_cdq_au,Croydon Airport,,,,,,Croydon,CDQ,AU,YCRY,-18.218464,142.25385,Australia/Brisbane
arp_ltd_ly,Ghadames Airport,,,,,,Ghadames,LTD,LY,HLTD,30.150078,9.710131,Africa/Tripoli
arp_mgv_au,Margaret River  Airport,,,,,,Margaret River Station,MGV,AU,YMGR,-18.6217,126.883,Australia/Perth
arp_snn_ie,Shannon Airport,,,,,,Shannon,SNN,IE,EINN,52.70083,-8.919755,Europe/Dublin
arp_ubs_us,Columbus-Lowndes County Airport,cit_ubs_us,Columbus,US,,,Columbus,UBS,US,KUBS,33.46503,-88.381325,America/Chicago
arp_lpu_id,Long Apung Airport,,,,,,Long Apung,LPU,ID,WAQL,1.704486,114.9703,Asia/Makassar
arp_olx_ke,Olkiombo Airport,,,,,,Olkiombo,OLX,KE,HKOL,-1.408876,35.10974,Africa/Nairobi
arp_opo_pt,Porto Airport,,,,,,Porto,OPO,PT,LPPR,41.246105,-8.680444,Europe/Lisbon
arp_mhr_us,Sacramento Mather Airport,cit_sac_us,Sacramento,US,,,Sacramento,MHR,US,KMHR,38.562855,-121.296814,America/Los_Angeles
arp_ysl_ca,Saint-Léonard Airport,,,,,,St Leonard,YSL,CA,CYSL,47.1575,-67.8347,America/Moncton
arp_ach_ch,St. Gallen–Altenrhein Airport,,,,,,Altenrhein,ACH,CH,LSZR,47.485218,9.560875,Europe/Zurich
arp_adm_us,Ardmore Municipal Airport,cit_adm_us,Ardmore,US,,,Ardmore,ADM,US,KADM,34.302418,-97.02116,America/Chicago
arp_ydt_ca,Boundary Bay Airport,cit_yvr_ca,Vancouver,CA,,,Vancouver,YDT,CA,CZBB,49.07602,-123.01017,America/Vancouver
arp_ges_ph,General Santos International Airport,,,,,,General Santos,GES,PH,RPMR,6.057337,125.097435,Asia/Manila
arp_lpd_co,La Pedrera Airport,,,,,,La Pedrera,LPD,CO,SKLP,-1.327369,-69.58033,America/Bogota
arp_nsl_us,Slayton Municipal Airport,,,,,,Slayton,NSL,US,,33.4836,-101.66171,America/Chicago
arp_isn_us,Sloulin Field International Airport,,,,,,Williston,ISN,US,KISN,48.177635,-103.639366,America/Chicago
arp_ppy_br,Pouso Alegre Airport,,,,,,Pouso Alegre,PPY,BR,SNZA,-22.288502,-45.919807,America/Sao_Paulo
arp_cty_us,Cross City Airport,,,,,,Cross City,CTY,US,KCTY,29.634802,-83.105896,America/New_York
arp_edo_tr,Edremit Balıkesir Koca Seyit Airport,,,,,,Edremit,EDO,TR,LTFD,39.55272,27.013124,Europe/Istanbul
arp_ykd_ca,Kincardine Municipal Airport,,,,,,Kincardine,YKD,CA,CYKM,44.200153,-81.601944,America/Toronto
arp_uhe_cz,Kunovice Airport,,,,,,Uherske Hradiste,UHE,CZ,LKKU,49.03205,17.440975,Europe/Prague
arp_mha_gy,Mahdia Airport,,,,,,Mahdia,MHA,GY,SYMD,5.27749,-59.1511,America/Guyana
arp_ple_pg,Paiela Airport,,,,,,Paiela,PLE,PG,,-5.372746,142.97563,Pacific/Port_Moresby
arp_drc_ao,Dirico Airport,,,,,,Dirico,DRC,AO,,-17.982021,20.767944,Africa/Luanda
arp_edq_hn,Erandique Airport,,,,,,Erandique,EDQ,HN,,14.236756,-88.437874,America/Tegucigalpa
arp_coi_us,Merritt Island Airport,,,,,,Merritt Island,COI,US,KCOI,28.342167,-80.6878,America/New_York
arp_srg_id,Semarang Airport,,,,,,Semarang,SRG,ID,WAHS,-6.972687,110.37578,Asia/Jakarta
arp_tle_mg,Toliara Airport,,,,,,Toliara,TLE,MG,FMST,-23.385624,43.72584,Indian/Antananarivo
arp_nzl_cn,Zhalantun Chengjisihan Airport,,,,,,Zhalantun,NZL,CN,,47.865833,122.7675,Asia/Shanghai
arp_hei_de,Heide-Büsum Airport,,,,,,Büsum,HEI,DE,EDXB,54.153446,8.898358,Europe/Berlin
arp_hhq_th,Hua Hin Airport,,,,,,Hua Hin,HHQ,TH,VTPH,12.631843,99.95152,Asia/Bangkok
arp_vvc_co,La Vanguardia Airport,,,,,,Villavicencio,VVC,CO,SKVV,4.168426,-73.61298,America/Bogota
arp_rml_lk,Ratmalana Airport,cit_cmb_lk,Colombo,LK,,,Colombo,RML,LK,VCCC,6.822141,79.88773,Asia/Colombo
arp_wra_et,Warder Airport,,,,,,Warder,WRA,ET,HAWR,6.969961,45.331196,Africa/Addis_Ababa
arp_wwa_us,Wasilla Airport,,,,,,Wasilla,WWA,US,PAWS,61.57202,-149.54254,America/Anchorage
arp_azp_mx,Atizapan De Zaragoza Airport,cit_mex_mx,Mexico City,MX,,,Mexico City,AZP,MX,MMJC,19.573378,-99.29073,America/Mexico_City
arp_btb_cg,Betou Airport,,,,,,Betou,BTB,CG,FCOT,3.057902,18.516453,Africa/Brazzaville
arp_xfw_de,Hamburg-Finkenwerder Airport,cit_ham_de,Hamburg,DE,,,Hamburg,XFW,DE,EDHI,53.534195,9.834702,Europe/Berlin
arp_ksz_ru,Kotlas Airport,,,,,,Kotlas,KSZ,RU,ULKK,61.236412,46.697063,Europe/Moscow
arp_kop_th,Nakhon Phanom Airport,,,,,,Nakhon Phanom,KOP,TH,VTUW,17.385109,104.64341,Asia/Bangkok
arp_zec_za,Secunda Airport,,,,,,Secunda,ZEC,ZA,FASC,-26.523903,29.170656,Africa/Johannesburg
arp_krc_id,Kerinci Airport,,,,,,Kerinci,KRC,ID,WIPH,-2.092437,101.46672,Asia/Jakarta
arp_brl_us,Southeast Iowa Regional Airport,,,,,,Burlington,BRL,US,KBRL,40.783524,-91.12385,America/Chicago
arp_xar_bf,Aribinda Airport,,,,,,Aribinda,XAR,BF,DFOY,14.217,-0.883,Africa/Ouagadougou
arp_cir_us,Cairo Regional Airport,,,,,,Cairo,CIR,US,KCIR,37.0634,-89.22038,America/Chicago
arp_mbz_br,Maués Airport,,,,,,Maués,MBZ,BR,SWMW,-3.372911,-57.724445,America/Boa_Vista
arp_okg_cg,Okoyo Airport,,,,,,Okoyo,OKG,CG,,-1.450247,15.071954,Africa/Brazzaville
arp_txk_us,Texarkana Regional Airport,,,,,,Texarkana,TXK,US,KTXK,33.455147,-93.99195,America/Chicago
arp_twp_au,Torwood Airport,,,,,,Torwood,TWP,AU,,-17.362955,143.74727,Australia/Brisbane
arp_cmh_us,John Glenn Columbus International Airport,cit_cmh_us,Columbus,US,,,Columbus,CMH,US,KCMH,39.99897,-82.889534,America/New_York
arp_kdx_sd,Kadugli Airport,,,,,,Kadugli,KDX,SD,HSLI,11.137999,29.7011,Africa/Khartoum
arp_gob_et,Robe Airport,,,,,,Goba,GOB,ET,HAGB,7.116466,40.046474,Africa/Addis_Ababa
arp_stv_in,Surat Airport,,,,,,Surat,STV,IN,VASU,21.117302,72.74229,Asia/Kolkata
arp_ckv_us,Clarksville-Montgomery County Regional Airport,,,,,,Clarksville,CKV,US,KCKV,36.621838,-87.41702,America/Chicago
arp_pnn_us,Princeton Municipal Airport,,,,,,Princeton,PNN,US,KPNN,45.20016,-67.56381,America/New_York
arp_aiu_ck,Enua Airport,,,,,,Atiu Island,AIU,CK,NCAT,-19.9678,-158.119,Pacific/Rarotonga
arp_lbt_us,Lumberton Municipal Airport,,,,,,Lumberton,LBT,US,KLBT,34.61044,-79.059425,America/New_York
arp_ppe_mx,Puerto Peñasco International Airport,,,,,,Puerto Penasco,PPE,MX,MMPE,31.351645,-113.30386,America/Hermosillo
arp_vhn_us,Culberson County Airport,,,,,,Van Horn,VHN,US,KVHN,31.058645,-104.783585,America/Chicago
arp_udi_br,Uberlândia Airport,,,,,,Uberlândia,UDI,BR,SBUL,-18.884506,-48.226162,America/Sao_Paulo
arp_zha_cn,Zhanjiang Airport,,,,,,Zhanjiang,ZHA,CN,ZGZJ,21.214575,110.35998,Asia/Shanghai
arp_ybv_ca,Berens River Airport,,,,,,Berens River,YBV,CA,CYBV,52.358936,-97.01762,America/Winnipeg
arp_czs_br,Cruzeiro do Sul International Airport,,,,,,Cruzeiro do Sul,CZS,BR,SBCZ,-7.599389,-72.770805,America/Rio_Branco
arp_fea_gb,Fetlar Airport,,,,,,Fetlar,FEA,GB,,60.60131,-0.8731,Europe/London
arp_lce_hn,Goloson International Airport,,,,,,La Ceiba,LCE,HN,MHLC,15.743386,-86.85247,America/Tegucigalpa
arp_lux_lu,Luxembourg Airport,,,,,,Luxembourg,LUX,LU,ELLX,49.626118,6.209594,Europe/Luxembourg
arp_ndk_mh,Namdrik Airport,,,,,,Namdrik Island,NDK,MH,,5.632489,168.12556,Pacific/Majuro
arp_cfk_dz,Chlef International Airport,,,,,,Chlef,CFK,DZ,DAOI,36.21428,1.329416,Africa/Algiers
arp_ech_au,Echuca Airport,,,,,,Echuca,ECH,AU,YECH,-36.160248,144.76288,Australia/Melbourne
arp_lgp_ph,Legazpi Airport,,,,,,Legaspi,LGP,PH,RPLP,13.155459,123.732635,Asia/Manila
arp_swc_au,Stawell Airport,,,,,,Stawell,SWC,AU,YSWL,-37.069866,142.74136,Australia/Melbourne
arp_wgc_in,Warangal Airport,,,,,,Warangal,WGC,IN,VOWA,17.91549,79.60117,Asia/Kolkata
arp_jol_ph,Jolo Airport,,,,,,Jolo,JOL,PH,RPMJ,6.053545,121.01033,Asia/Manila
arp_lmp_it,Lampedusa Airport,,,,,,Lampedusa,LMP,IT,LICD,35.49883,12.61815,Europe/Rome
arp_gvt_us,Majors Airport,,,,,,Greenville,GVT,US,KGVT,33.067787,-96.065285,America/Chicago
arp_cbn_id,Penggung Airport,,,,,,Cirebon,CBN,ID,WICD,-6.75551,108.53996,Asia/Jakarta
arp_qow_ng,Sam Mbakwe International Airport,,,,,,Owerri,QOW,NG,DNIM,5.427157,7.204987,Africa/Lagos
arp_vdp_ve,Valle de La Pascua Airport,,,,,,Valle de La Pascua,VDP,VE,SVVP,9.222141,-65.99334,America/Caracas
arp_gbf_pg,Negarbo Airport,,,,,,Negarbo,GBF,PG,AYNE,-6.567778,144.70306,Pacific/Port_Moresby
arp_afs_uz,Sugraly Airport,,,,,,Zarafshan,AFS,UZ,UTSN,41.6139,64.2332,Asia/Samarkand
arp_amx_au,Ammaroo Airport,,,,,,Ammaroo,AMX,AU,YAMM,-21.738354,135.24313,Australia/Darwin
arp_urd_de,Burg Feuerstein Airport,,,,,,Burg Feuerstein,URD,DE,EDQE,49.794167,11.133611,Europe/Berlin
arp_nir_us,Chase Field Industrial Airport,,,,,,Beeville,NIR,US,,28.359575,-97.65798,America/Chicago
arp_yct_ca,Coronation Airport,,,,,,Coronation,YCT,CA,CYCT,52.075092,-111.44508,America/Edmonton
arp_maw_us,Malden Regional Airport,,,,,,Malden,MAW,US,KMAW,36.60057,-89.99222,America/Chicago
arp_frq_pg,Feramin Airport,,,,,,Feramin,FRQ,PG,AYFE,-5.208107,141.69875,Pacific/Port_Moresby
arp_uck_ua,Lutsk Airport,,,,,,Lutsk,UCK,UA,UKLC,50.676617,25.479042,Europe/Kiev
arp_dan_us,Danville Regional Airport,,,,,,Danville,DAN,US,KDAN,36.573563,-79.33615,America/New_York
arp_ywj_ca,Déline Airport,,,,,,Deline,YWJ,CA,CYWJ,65.21045,-123.43595,America/Edmonton
arp_thi_mr,Tichitt Airport,,,,,,Tichit,THI,MR,GQNC,18.45,-9.517,Africa/Nouakchott
arp_czt_us,Dimmit County Airport,,,,,,Carrizo Springs,CZT,US,KCZT,28.523083,-99.82743,America/Chicago
arp_eug_us,Eugene Airport,,,,,,Eugene,EUG,US,KEUG,44.12319,-123.21395,America/Los_Angeles
arp_xmd_us,Madison Municipal Airport,,,,,,Madison,XMD,US,KMDS,44.01465,-97.0866,America/Chicago
arp_rre_au,Marree Airport,,,,,,Marree,RRE,AU,YMRE,-29.662289,138.06593,Australia/Adelaide
arp_rrt_us,Warroad International Memorial Airport,,,,,,Warroad,RRT,US,KRRT,48.936012,-95.34415,America/Chicago
arp_jcb_br,Santa Terezinha Airport,,,,,,Joaçaba,JCB,BR,SSJA,-27.170773,-51.554775,America/Sao_Paulo
arp_mkw_id,Rendani Airport,,,,,,Manokwari,MKW,ID,WASR,-0.89235,134.04932,Asia/Jayapura
arp_tld_bw,Tuli Lodge Airport,,,,,,Tuli Lodge,TLD,BW,FBLV,-22.18914,29.126764,Africa/Gaborone
arp_bil_us,Billings Logan International Airport,,,,,,Billings,BIL,US,KBIL,45.806168,-108.54234,America/Denver
arp_cdi_br,Cachoeiro de Itapemirim Airport,,,,,,Cachoeiro de Itapemirim,CDI,BR,SNKI,-20.836746,-41.187866,America/Sao_Paulo
arp_des_sc,Desroches Airport,,,,,,Desroches Island,DES,SC,FSDR,-5.696589,53.655624,Indian/Mahe
arp_orn_dz,Oran International Airport,cit_orn_dz,Oran,DZ,,,Oran,ORN,DZ,DAOO,35.620144,-0.607131,Africa/Algiers
arp_pnc_us,Ponca City Regional Airport,,,,,,Ponca City,PNC,US,KPNC,36.730934,-97.099945,America/Chicago
arp_lcb_br,Pontes e Lacerda Airport,,,,,,Pontes e Lacerda,LCB,BR,,-15.196077,-59.383644,America/Cuiaba
arp_ubj_jp,Yamaguchi Ube Airport,,,,,,Ube,UBJ,JP,RJDC,33.93089,131.27754,Asia/Tokyo
arp_mth_us,Florida Keys Marathon International Airport,,,,,,Marathon,MTH,US,KMTH,24.725643,-81.05091,America/New_York
arp_fod_us,Fort Dodge Regional Airport,,,,,,Fort Dodge,FOD,US,KFOD,42.55181,-94.19141,America/Chicago
arp_zbf_ca,Bathurst Airport,,,,,,Bathurst,ZBF,CA,CZBF,47.629967,-65.74004,America/Moncton
arp_yya_cn,"Big Bay Yacht Club Airport,Sanhe Airport",,,,,,Yueyang,YYA,CN,,29.313501,113.277565,Asia/Shanghai
arp_bob_pf,Bora Bora Airport,,,,,,Bora Bora,BOB,PF,NTTB,-16.44413,-151.75165,Pacific/Tahiti
arp_box_au,Borroloola Airport,,,,,,Borroloola,BOX,AU,YBRL,-16.07536,136.30208,Australia/Darwin
arp_poc_us,Brackett Field,,,,,,La Verne,POC,US,KPOC,34.09159,-117.78194,America/Los_Angeles
arp_dyw_au,Daly Waters Airport,,,,,,Daly Waters,DYW,AU,YDLW,-16.264324,133.38417,Australia/Darwin
arp_ifl_au,Innisfail Airport,,,,,,Innisfail,IFL,AU,YIFL,-17.55974,146.01222,Australia/Brisbane
arp_ckb_us,North Central West Virginia Airport,,,,,,Clarksburg,CKB,US,KCKB,39.296795,-80.22902,America/New_York
arp_wuv_pg,Wuvulu Island Airport,,,,,,Wuvulu Island,WUV,PG,,-1.736717,142.83664,Pacific/Port_Moresby
arp_ieg_pl,Zielona Gora Babimost Airport,,,,,,Zielona Góra,IEG,PL,EPZG,52.13702,15.778548,Europe/Warsaw
arp_jgn_cn,Jiayuguan Airport,,,,,,Jiayuguan,JGN,CN,ZLJQ,39.860744,98.341125,Asia/Shanghai
arp_riz_cn,Rizhao Shanzihe Airport,,,,,,Rizhao,RIZ,CN,ZSRZ,35.405033,119.3244,Asia/Shanghai
arp_cnb_au,Coonamble Airport,,,,,,Coonamble,CNB,AU,YCNM,-30.982065,148.37717,Australia/Sydney
arp_kru_pg,Kerau Airport,,,,,,Kerau,KRU,PG,AYEA,-8.27022,147.0715,Pacific/Port_Moresby
arp_mya_au,Moruya Airport,,,,,,Moruya,MYA,AU,YMRY,-35.90017,150.14548,Australia/Sydney
arp_enn_us,Nenana Municipal Airport,,,,,,Nenana,ENN,US,PANN,64.54792,-149.07387,America/Anchorage
arp_hoo_vn,Nhon Co  Airport,,,,,,Quang Duc,HOO,VN,,11.979146,107.56683,Asia/Ho_Chi_Minh
arp_tpk_id,Teuku Cut Ali Airport,,,,,,Tapaktuan,TPK,ID,WITA,3.170629,97.28697,Asia/Jakarta
arp_vca_vn,Can Tho International Airport,,,,,,Can Tho,VCA,VN,VVCT,10.083561,105.71206,Asia/Ho_Chi_Minh
arp_ypc_ca,Paulatuk,,,,,,Paulatuk,YPC,CA,CYPC,69.36106,-124.076454,America/Edmonton
arp_vrl_pt,Vila Real Airport,,,,,,Vila Real,VRL,PT,LPVR,41.274803,-7.720126,Europe/Lisbon
arp_jeq_br,Jequié Airport,,,,,,Jequié,JEQ,BR,SNJK,-13.877889,-40.069542,America/Bahia
arp_xnu_bf,Nouna Airport,,,,,,Nouna,XNU,BF,DFON,12.743392,-3.862363,Africa/Ouagadougou
arp_sqo_se,Storuman Airport,,,,,,Storuman,SQO,SE,ESUD,64.960846,17.696667,Europe/Stockholm
arp_otg_us,Worthington Municipal Airport,,,,,,Worthington,OTG,US,KOTG,43.656807,-95.5841,America/Chicago
arp_nto_cv,Agostinho Neto Airport,,,,,,Ponta do Sol,NTO,CV,GVAN,17.2028,-25.09059,Atlantic/Cape_Verde
arp_bdm_tr,Bandırma Airport,,,,,,Bandirma,BDM,TR,LTBG,40.31938,27.97764,Europe/Istanbul
arp_bql_au,Boulia Airport,,,,,,Boulia,BQL,AU,YBOU,-22.912971,139.90096,Australia/Brisbane
arp_nci_co,Necocli Airport,,,,,,Necocli,NCI,CO,SKNC,8.452567,-76.778076,America/Bogota
arp_rsw_us,Southwest Florida International Airport,cit_fmy_us,Fort Myers,US,,,Fort Myers,RSW,US,KRSW,26.534952,-81.75526,America/New_York
arp_zbk_me,Žabljak Airport,,,,,,Zabljak,ZBK,ME,,43.11667,19.233334,Europe/Podgorica
arp_tdw_us,Tradewind Airport,cit_ama_us,Amarillo,US,,,Amarillo,TDW,US,KTDW,35.16999,-101.82696,America/Chicago
arp_chc_nz,Christchurch International Airport,,,,,,Christchurch,CHC,NZ,NZCH,-43.4879,172.53444,Pacific/Auckland
arp_duc_us,Halliburton Field,,,,,,Duncan,DUC,US,KDUC,34.47156,-97.959946,America/Chicago
arp_ios_br,Ilhéus/Bahia-Jorge Amado Airport,,,,,,Ilhéus,IOS,BR,SBIL,-14.815741,-39.03264,America/Bahia
arp_wmk_us,Meyers Chuck Seaplane Base Airport,,,,,,Meyers Chuck,WMK,US,,55.68783,-132.53351,America/Sitka
arp_moj_sr,Moengo Airstrip,,,,,,Moengo,MOJ,SR,SMMO,5.607577,-54.40038,America/Paramaribo
arp_mvb_ga,M'Vengue El Hadj Omar Bongo Ondimba International Airport,,,,,,Franceville,MVB,GA,FOON,-1.654129,13.435138,Africa/Libreville
arp_kem_fi,Kemi-Tornio Airport,,,,,,Kemi,KEM,FI,EFKE,65.77939,24.581285,Europe/Helsinki
arp_pbt_py,Puerto Leda Airport,,,,,,Puerto Leda,PBT,PY,,-20.71506,-57.99123,America/Asuncion
arp_rns_fr,Rennes-Saint-Jacques Airport,,,,,,Rennes,RNS,FR,LFRN,48.069294,-1.732593,Europe/Paris
arp_rin_sb,Ringi Cove Airport,,,,,,Ringi Cove,RIN,SB,AGRC,-8.12639,157.143,Pacific/Guadalcanal
arp_smf_us,Sacramento International Airport,cit_sac_us,Sacramento,US,,,Sacramento,SMF,US,KSMF,38.695244,-121.59053,America/Los_Angeles
arp_vnc_us,Venice Municipal Airport,,,,,,Venice,VNC,US,KVNC,27.072405,-82.440445,America/New_York
arp_cew_us,Bob Sikes Airport,,,,,,Crestview,CEW,US,KCEW,30.778,-86.52338,America/Chicago
arp_lwy_my,Lawas Airport,,,,,,Lawas,LWY,MY,WBGW,4.848323,115.40756,Asia/Kuching
arp_tir_in,Tirupati Airport,,,,,,Tirupati,TIR,IN,VOTP,13.634456,79.5443,Asia/Kolkata
arp_aan_ae,Al Ain International Airport,,,,,,Al Ain,AAN,AE,OMAL,24.25964,55.614773,Asia/Dubai
arp_bds_it,Brindisi Airport,,,,,,Brindisi,BDS,IT,LIBR,40.65726,17.944422,Europe/Rome
arp_kcs_au,Kings Creek Airport,,,,,,Kings Creek Station,KCS,AU,YKCS,-24.4233,131.835,Australia/Darwin
arp_edn_ru,Yedinka Airport,,,,,,Yedinka,EDN,RU,,47.18,138.64833,Asia/Vladivostok
arp_bhe_nz,Woodbourne Airport,,,,,,Blenheim,BHE,NZ,NZWB,-41.516727,173.86922,Pacific/Auckland
arp_gmd_ma,Ben Slimane Airport,,,,,,Ben Slimane,GMD,MA,GMMB,33.654972,-7.222809,Africa/Casablanca
arp_bkz_tz,Bukoba Airport,,,,,,Bukoba,BKZ,TZ,HTBU,-1.331367,31.820986,Africa/Dar_es_Salaam
arp_huw_br,Humaitá Airport,,,,,,Humaita,HUW,BR,SWHT,-7.534667,-63.07158,America/Boa_Vista
arp_spc_es,La Palma Airport,,,,,,Breña Baja,SPC,ES,GCLA,28.624428,-17.755268,Atlantic/Canary
arp_lmz_mz,Palma Airport,,,,,,Palma,LMZ,MZ,,-34.00473,22.380384,Africa/Johannesburg
arp_sam_pg,Salamo Airport,,,,,,Salamo,SAM,PG,,-9.671819,150.79144,Pacific/Port_Moresby
arp_cbg_gb,Cambridge Airport,,,,,,Cambridge,CBG,GB,EGSC,52.206997,0.174143,Europe/London
arp_hpg_cn,Shennongjia Hongping Airport,,,,,,Shennongjia,HPG,CN,ZHSN,31.624136,110.33946,Asia/Shanghai
arp_iza_br,Zona da Mata Regional Airport,,,,,,Juiz de Fora,IZA,BR,SBZM,-21.513123,-43.1725,America/Sao_Paulo
arp_mwl_us,Mineral Wells Airport,,,,,,Mineral Wells,MWL,US,KMWL,32.781845,-98.06058,America/Chicago
arp_mmn_us,Minute Man Airfield,,,,,,Stow,MMN,US,,42.461273,-71.51837,America/New_York
arp_adc_pg,Andakombe Airport,,,,,,Andakombe,ADC,PG,AYAN,-7.137255,145.74464,Pacific/Port_Moresby
arp_nmb_in,Daman Airport,,,,,,Daman,NMB,IN,VADN,20.43405,72.843315,Asia/Calcutta
arp_itu_ru,Iturup Airport,,,,,,Iturup,ITU,RU,,45.257553,147.95311,Asia/Ust-Nera
arp_mlm_mx,Morelia International Airport,,,,,,Morelia,MLM,MX,MMMM,19.848183,-101.026566,America/Mexico_City
