ID,Name,ID,Name,IATACountryCode,ICAOCode,City,CityName,IATACode,IATACountryCode,ICAOCode,Latitude,Longitude,TimeZone
arp_aer_ru,Sochi International Airport,,,,,,Sochi,AER,RU,URSS,43.44776,39.94169,Europe/Moscow
arp_otl_mr,Boutilimit Airport,,,,,,Boutilimit,OTL,MR,GQNB,17.534237,-14.684525,Africa/Nouakchott
arp_osr_cz,Ostrava Leos Janáček Airport,,,,,,Ostrava,OSR,CZ,LKMT,49.69642,18.112453,Europe/Prague
arp_igo_co,Chigorodó Airport,,,,,,Chigorodó,IGO,CO,SKIG,7.681285,-76.68687,America/Bogota
arp_rih_pa,Scarlett Martinez International Airport,,,,,,Rio Hato,RIH,PA,MPSM,8.385024,-80.130424,America/Panama
arp_taq_au,Tarcoola Airport,,,,,,Tarcoola,TAQ,AU,YTAR,-30.703009,134.58371,Australia/Adelaide
arp_hao_us,Butler County Regional Airport,,,,,,Hamilton,HAO,US,KHAO,39.36314,-84.52282,America/New_York
arp_ycr_ca,Cross Lake,,,,,,Cross Lake,YCR,CA,CYCR,54.61001,-97.76331,America/Winnipeg
arp_krp_dk,Midtjyllands Airport,,,,,,Karup,KRP,DK,EKKA,56.297863,9.105592,Europe/Copenhagen
arp_alp_sy,Aleppo International Airport,,,,,,Aleppo,ALP,SY,OSAP,36.181637,37.22515,Asia/Damascus
arp_buz_ir,Bushehr Airport,,,,,,Bushehr,BUZ,IR,OIBB,28.957977,50.824455,Asia/Tehran
arp_ine_mz,Chinde Airport,,,,,,Chinde,INE,MZ,,-18.6167,36.4,Africa/Maputo
arp_gkn_us,Gulkana Airport,,,,,,Gulkana,GKN,US,PAGK,62.154892,-145.45682,America/Anchorage
arp_miu_ng,Maiduguri International Airport,,,,,,Maiduguri,MIU,NG,DNMA,11.854733,13.082394,Africa/Lagos
arp_ysc_ca,Sherbrooke Airport,,,,,,Sherbrooke,YSC,CA,CYSC,45.43958,-71.69069,America/Toronto
arp_crk_ph,Clark International Airport,,,,,,Mabalacat,CRK,PH,RPLC,15.186192,120.55665,Asia/Manila
arp_kwm_au,Kowanyama Airport,,,,,,Kowanyama,KWM,AU,YKOW,-15.48403,141.75014,Australia/Brisbane
arp_teo_pg,Terapo Airport,,,,,,Terapo,TEO,PG,,-8.16917,146.19426,Pacific/Port_Moresby
arp_vac_de,Varrelbusch Airport,,,,,,Cloppenburg,VAC,DE,EDWU,52.90826,8.041094,Europe/Berlin
arp_ddu_pk,Dadu Airport,,,,,,Dadu,DDU,PK,,26.740646,67.664055,Asia/Karachi
arp_huc_pr,Humacao Airport,,,,,,Humacao,HUC,PR,,18.13831,-65.800446,America/Puerto_Rico
arp_kjt_id,Kertajati International Airport,,,,,,Majalengka,KJT,ID,WICA,-6.656283,108.171844,Asia/Jakarta
arp_osx_us,Kosciusko-Attala County Airport,,,,,,Kosciusko,OSX,US,KOSX,33.09068,-89.54246,America/Chicago
arp_hlm_us,Park Township Airport,,,,,,Holland,HLM,US,KHLM,42.7957,-86.16252,America/Detroit
arp_tec_br,Telêmaco Borba Airport,,,,,,Telêmaco Borba,TEC,BR,SBTL,-24.319527,-50.65257,America/Sao_Paulo
arp_vaw_no,"Vardø Airport, Svartnes",,,,,,Vardø,VAW,NO,ENSS,70.3556,31.043827,Europe/Oslo
arp_kbw_us,Chignik Bay Airport,cit_kcl_us,Chignik,US,,,Chignik,KBW,US,,56.29561,-158.40132,America/Anchorage
arp_lbz_ao,Lucapa Airport,,,,,,Lucapa,LBZ,AO,FNLK,-8.448938,20.73163,Africa/Luanda
arp_kan_ng,Mallam Aminu Kano International Airport,,,,,,Kano,KAN,NG,DNKN,12.046624,8.523347,Africa/Lagos
arp_mbo_ph,Mamburao Airport,,,,,,Mamburao,MBO,PH,RPUM,13.207807,120.60519,Asia/Manila
arp_pyj_ru,Polyarny Airport,,,,,,Polyarnyj,PYJ,RU,UERP,66.400185,112.03015,Asia/Yakutsk
arp_rpx_us,Roundup Airport,,,,,,Roundup,RPX,US,KRPX,46.474915,-108.544,America/Denver
arp_iti_br,Agropecuária Castanhais Airport,,,,,,Itambacuri,ITI,BR,,-8.7,-51.174168,America/Belem
arp_bie_us,Beatrice Municipal Airport,,,,,,Beatrice,BIE,US,KBIE,40.300354,-96.75128,America/Chicago
arp_ous_br,Ourinhos Airport,,,,,,Ourinhos,OUS,BR,SDOU,-22.966425,-49.913143,America/Sao_Paulo
arp_prp_fr,Propriano Airport,,,,,,Propriano,PRP,FR,LFKO,41.660027,8.891927,Europe/Paris
arp_ted_dk,Thisted Airport,,,,,,Thisted,TED,DK,EKTS,57.06875,8.705779,Europe/Copenhagen
arp_cgi_us,Cape Girardeau Regional Airport,,,,,,Cape Girardeau,CGI,US,KCGI,37.22572,-89.56802,America/Chicago
arp_gri_us,Central Nebraska Regional Airport,,,,,,Grand Island,GRI,US,KGRI,40.968666,-98.3126,America/Chicago
arp_yeo_gb,RNAS Yeovilton Airport,,,,,,Yeovilton,YEO,GB,EGDY,51.009693,-2.639852,Europe/London
arp_tlk_ru,Talakan Airport,,,,,,Talakan,TLK,RU,,59.873665,111.04247,Asia/Yakutsk
arp_ypb_ca,Alberni Valley Regional Airport,,,,,,Port Alberni,YPB,CA,,49.320793,-124.93026,America/Vancouver
arp_xbj_ir,Birjand Airport,,,,,,Birjand,XBJ,IR,OIMB,32.89025,59.29071,Asia/Tehran
arp_rum_np,Rumjatar Airport,,,,,,Rumjatar,RUM,NP,VNRT,27.302984,86.550476,Asia/Katmandu
arp_tlo_pg,Tol Airport,,,,,,Tol,TLO,PG,,-4.979708,152.01106,Pacific/Port_Moresby
arp_hav_cu,José Martí International Airport,,,,,,Havana,HAV,CU,MUHA,22.989777,-82.40936,America/Havana
arp_nsi_cm,Yaoundé Nsimalen International Airport,cit_yao_cm,Yaounde,CM,,,Yaoundé,NSI,CM,FKYS,3.714536,11.548761,Africa/Douala
arp_cgr_br,Campo Grande International Airport,,,,,,Campo Grande,CGR,BR,SBCG,-20.468697,-54.67331,America/Campo_Grande
arp_ehm_us,Cape Newenham LRRS Airport,,,,,,Cape Newenham,EHM,US,PAEH,58.646408,-162.06293,America/Anchorage
arp_olv_us,Olive Branch Airport,,,,,,Olive Branch,OLV,US,KOLV,34.978813,-89.787544,America/Chicago
arp_psy_fk,Port Stanley Airport,,,,,,Stanley,PSY,FK,SFAL,-51.686188,-57.777946,Atlantic/Stanley
arp_sgv_ar,Sierra Grande Airport,,,,,,Sierra Grande,SGV,AR,SAVS,-41.592983,-65.340515,America/Argentina/Salta
arp_zth_gr,Zakynthos International Airport,,,,,,Zakynthos,ZTH,GR,LGZA,37.75267,20.885506,Europe/Athens
arp_lhe_pk,Allama Iqbal International Airport,,,,,,Lahore,LHE,PK,OPLA,31.521076,74.40711,Asia/Karachi
arp_pgk_id,Depati Amir Airport,,,,,,Pangkal Pinang,PGK,ID,WIPK,-2.160825,106.13934,Asia/Jakarta
arp_gws_us,Glenwood Springs Municipal Airport,,,,,,Glenwood Springs,GWS,US,KGWS,39.506695,-107.30987,America/Denver
arp_klv_cz,Karlovy Vary Airport,,,,,,Karlovy Vary,KLV,CZ,LKKV,50.202232,12.915358,Europe/Prague
arp_mav_mh,Maloelap Airport,,,,,,Maloelap Atoll,MAV,MH,,8.706387,171.23166,Pacific/Majuro
arp_ncr_ni,San Carlos Airport,,,,,,San Carlos,NCR,NI,MNSC,11.13411,-84.76956,America/Managua
arp_ebm_tn,El Borma Airport,,,,,,El Borma,EBM,TN,DTTR,31.7043,9.254619,Africa/Tunis
arp_hnn_pg,Honinabi Airport,,,,,,Honinabi,HNN,PG,,-6.244476,142.17647,Pacific/Port_Moresby
arp_sum_us,Sumter Airport,cit_ssc_us,Sumter,US,,,Sumter,SUM,US,KSMS,33.993946,-80.36157,America/New_York
arp_ala_kz,Almaty International Airport,,,,,,Almaty,ALA,KZ,UAAA,43.350605,77.023186,Asia/Almaty
arp_mdy_um,Henderson Field,,,,,,Sand Island,MDY,UM,PMDY,28.2017,-177.381,Pacific/Midway
arp_ynj_cn,Yanji Chaoyangchuan Airport,,,,,,Yanji,YNJ,CN,ZYYJ,42.885403,129.44884,Asia/Shanghai
arp_gli_au,Glen Innes Airport,,,,,,Glen Innes,GLI,AU,YGLI,-29.675201,151.69061,Australia/Sydney
arp_tfl_br,Juscelino Kubitscheck Airport,,,,,,Teófilo Otoni,TFL,BR,SNTO,-17.8923,-41.5136,America/Sao_Paulo
arp_ajl_in,Lengpui Airport,,,,,,Aizawl,AJL,IN,VELP,23.83964,92.62115,Asia/Kolkata
arp_oyg_ug,Moyo Airport,,,,,,Moyo,OYG,UG,,3.648538,31.764376,Africa/Kampala
arp_yth_ca,Thompson Airport,,,,,,Thompson,YTH,CA,CYTH,55.800705,-97.86356,America/Winnipeg
arp_amk_us,Animas Air Park,cit_dro_us,Durango,US,,,Durango,AMK,US,,37.204956,-107.86705,America/Denver
arp_cua_mx,Ciudad Constitución Airport,,,,,,Ciudad Constitución,CUA,MX,MMDA,25.0538,-111.615,America/Mazatlan
arp_npr_br,Novo Progresso Airport,,,,,,Novo Progresso,NPR,BR,SJNP,-7.125548,-55.400616,America/Santarem
arp_plt_co,Plato Airport,,,,,,Plato,PLT,CO,SKPL,9.799553,-74.78465,America/Bogota
arp_rdu_us,Raleigh–Durham International Airpor,,,,,,Raleigh/Durham,RDU,US,KRDU,35.87884,-78.78775,America/New_York
arp_upp_us,Upolu Airport,,,,,,Hawi,UPP,US,PHUP,20.26529,-155.85991,Pacific/Honolulu
arp_div_ci,Divo Airport,,,,,,Divo,DIV,CI,DIDV,5.83268,-5.383397,Africa/Abidjan
arp_cju_kr,Jeju International Airport,,,,,,Jeju,CJU,KR,RKPC,33.510857,126.49217,Asia/Seoul
arp_ncs_za,Newcastle Airport,,,,,,Newcastle,NCS,ZA,FANC,-27.770742,29.977581,Africa/Johannesburg
arp_ylv_az,Yevlakh Airport,,,,,,Yevlakh,YLV,AZ,UBEE,40.6322,47.141506,Asia/Baku
arp_rgs_es,Burgos Airport,,,,,,Burgos,RGS,ES,LEBG,42.356445,-3.620686,Europe/Madrid
arp_guj_br,Guaratinguetá Airport,,,,,,Guaratingueta,GUJ,BR,SBGW,-22.7916,-45.2048,America/Sao_Paulo
arp_hyg_us,Hydaburg Seaplane Base,,,,,,Hydaburg,HYG,US,PAHY,55.206306,-132.82816,America/Sitka
arp_wpo_us,North Fork Valley Airport,,,,,,Paonia,WPO,US,,38.832394,-107.64212,America/Denver
arp_omy_kh,Preah Vinhear Airport,,,,,,Thbeng Meanchey,OMY,KH,,13.759618,104.97146,Asia/Phnom_Penh
arp_usq_tr,Uşak Airport,,,,,,Usak,USQ,TR,LTBO,38.681007,29.473383,Europe/Istanbul
arp_oms_ru,Omsk Tsentralny Airport,,,,,,Omsk,OMS,RU,UNOO,54.96351,73.314125,Asia/Omsk
arp_ajr_se,Arvidsjaur Airport,,,,,,Arvidsjaur,AJR,SE,ESNX,65.59076,19.277487,Europe/Stockholm
arp_bbh_de,Barth Airport,,,,,,Stralsund,BBH,DE,EDBH,54.33816,12.712329,Europe/Berlin
arp_bul_pg,Bulolo Airport,,,,,,Bulolo,BUL,PG,AYBU,-7.216286,146.64954,Pacific/Port_Moresby
arp_cwx_us,Cochise County Airport,,,,,,Willcox,CWX,US,,32.244625,-109.8943,America/Phoenix
arp_lsa_pg,Losuia Airport,,,,,,Losuia,LSA,PG,AYKA,-8.506537,151.08133,Pacific/Port_Moresby
arp_mkp_pf,Makemo Airport,,,,,,Makemo,MKP,PF,NTGM,-16.583878,-143.65799,Pacific/Tahiti
arp_ato_us,Gordon K. Bush Airport,,,,,,Athens,ATO,US,KUNI,39.21106,-82.22783,America/New_York
arp_vra_cu,Juan Gualberto Gómez Airport,,,,,,Varadero,VRA,CU,MUVR,23.035751,-81.43631,America/Havana
arp_mmd_jp,Minami-Daito Airport,,,,,,Minamidaitō,MMD,JP,ROMD,25.846756,131.26332,Asia/Tokyo
arp_beo_au,Lake Macquarie Airport,cit_ntl_au,Newcastle,AU,,,Newcastle,BEO,AU,YLMQ,-33.06642,151.64902,Australia/Sydney
arp_yvc_ca,La Ronge Airport,,,,,,La Ronge,YVC,CA,CYVC,55.149734,-105.264435,America/Regina
arp_mpw_ua,Mariupol International Airport,,,,,,Mariupol,MPW,UA,UKCM,47.0761,37.4496,Europe/Kiev
arp_nti_id,Stenkol Airport,,,,,,Bintuni,NTI,ID,WASB,-2.103423,133.51659,Asia/Jayapura
arp_ika_ir,Tehran Imam Khomeini International Airport,cit_thr_ir,Tehran,IR,,,Tehran,IKA,IR,OIIE,35.412582,51.15373,Asia/Tehran
arp_ajk_ir,Arak Airport,,,,,,Arak,AJK,IR,OIHR,34.13668,49.845787,Asia/Tehran
arp_bfe_de,Bielefeld Airport,,,,,,Bielefeld,BFE,DE,EDLI,51.965008,8.54738,Europe/Berlin
arp_olk_py,Fuerte Olimpo Airport,,,,,,Fuerte Olimpo,OLK,PY,SGOL,-21.045946,-57.879498,America/Asuncion
arp_niu_pf,Niau Airport,,,,,,Niau,NIU,PF,NTKN,-16.120544,-146.37077,Pacific/Tahiti
arp_tfn_es,Tenerife North Airport,cit_tci_es,Tenerife,ES,,,Tenerife,TFN,ES,GCXO,28.483604,-16.34246,Atlantic/Canary
arp_cap_ht,Cap-Haïtien International Airport,,,,,,Cap-Haïtien,CAP,HT,MTCH,19.733002,-72.19469,America/Port-au-Prince
arp_fig_gn,Fria Airport,,,,,,Fria,FIG,GN,GUFA,10.350601,-13.569253,Africa/Conakry
arp_yli_fi,Ylivieska Airfield,,,,,,Ylivieska,YLI,FI,EFYL,64.05472,24.723969,Europe/Helsinki
arp_zxt_az,Zabrat Airport,cit_bak_az,Baku,AZ,,,Baku,ZXT,AZ,UBTT,40.495968,49.97472,Asia/Baku
arp_smx_us,Santa Maria Public Airport,,,,,,Santa Maria,SMX,US,KSMX,34.898975,-120.452385,America/Los_Angeles
arp_gxx_cm,Yagoua Airport,,,,,,Yagoua,GXX,CM,FKKJ,10.351912,15.237173,Africa/Douala
arp_chs_us,Charleston International Airport,,,,,,Charleston,CHS,US,KCHS,32.896435,-80.03933,America/New_York
arp_tee_dz,Cheikh Larbi Tébessi Airport,,,,,,Tebessa,TEE,DZ,DABS,35.427437,8.118599,Africa/Algiers
arp_erf_de,Erfurt-Weimar Airport,,,,,,Erfurt,ERF,DE,EDDE,50.97852,10.958722,Europe/Berlin
arp_ihr_ir,Iranshahr Airport,,,,,,Iranshahr,IHR,IR,OIZI,27.233603,60.719475,Asia/Tehran
arp_kej_ru,Kemerovo Airport,,,,,,Kemerovo,KEJ,RU,UNEE,55.27009,86.107414,Asia/Novokuznetsk
arp_zpb_ca,Sachigo Lake Airport,,,,,,Sachigo Lake,ZPB,CA,CZPB,53.89101,-92.196304,America/Winnipeg
arp_pmx_us,Metropolitan Airport,,,,,,Palmer,PMX,US,,42.223457,-72.31132,America/New_York
arp_pzh_pk,Zhob Airport,,,,,,Zhob,PZH,PK,OPZB,31.357122,69.46352,Asia/Karachi
arp_dec_us,Decatur Airport,,,,,,Decatur,DEC,US,KDEC,39.83466,-88.86604,America/Chicago
arp_mzt_mx,Mazatlán International Airport,,,,,,Mazatlán,MZT,MX,MMMZ,23.163662,-106.26746,America/Mazatlan
arp_oza_us,Ozona Municipal Airport,,,,,,Ozona,OZA,US,KOZA,30.73427,-101.20305,America/Chicago
arp_wmb_au,Warrnambool Airport,,,,,,Warrnambool,WMB,AU,YWBL,-38.29639,142.44801,Australia/Melbourne
arp_ugn_us,Waukegan National Airport,,,,,,Waukegan,UGN,US,KUGN,42.420418,-87.867744,America/Chicago
arp_wil_ke,Wilson Airport,cit_nbo_ke,Nairobi,KE,,,Nairobi,WIL,KE,HKNW,-1.321234,36.814808,Africa/Nairobi
arp_kfp_us,False Pass Airport,,,,,,False Pass,KFP,US,PAKF,54.8485,-163.40915,America/Nome
arp_gwo_us,Greenwood-Leflore Airport,,,,,,Greenwood,GWO,US,KGWO,33.494053,-90.0852,America/Chicago
arp_cwi_us,Clinton Municipal Airport,,,,,,Clinton,CWI,US,KCWI,41.82946,-90.32936,America/Chicago
arp_hpb_us,Hooper Bay Airport,,,,,,Hooper Bay,HPB,US,PAHP,61.52354,-166.14606,America/Nome
arp_rbx_ss,Rumbek Airport,,,,,,Rumbek,RBX,SS,HSMK,6.826101,29.669062,Africa/Juba
arp_prq_ar,Termal Airport,,,,,,Presidencia Roque Sáenz Peña,PRQ,AR,SARS,-26.754923,-60.49385,America/Argentina/Cordoba
arp_erg_ru,Yerbogachen Airport,,,,,,Yerbogachen,ERG,RU,UIKE,61.275555,108.03188,Asia/Irkutsk
arp_pxa_id,Atung Bungsu Airport,,,,,,Pagar Alam,PXA,ID,WIPY,-4.023128,103.37882,Asia/Jakarta
arp_klc_sn,Kaolack Airport,,,,,,Kaolack,KLC,SN,GOOK,14.147377,-16.051413,Africa/Dakar
arp_tho_is,Thorshofn Airport,,,,,,Thorshofn,THO,IS,BITN,66.21869,-15.335163,Atlantic/Reykjavik
arp_vbp_mm,Bokpyin Airport,,,,,,Bokpyin,VBP,MM,VYBP,11.1494,98.7359,Asia/Yangon
arp_ocm_au,Boolgeeda Airport,,,,,,Boolgeeda,OCM,AU,YBGD,-22.53998,117.27505,Australia/Perth
arp_fty_us,Fulton County Airport,cit_atl_us,Atlanta,US,,,Atlanta,FTY,US,KFTY,33.777897,-84.52164,America/New_York
arp_phy_th,Phetchabun Airport,,,,,,Phetchabun,PHY,TH,VTPB,16.676043,101.19263,Asia/Bangkok
arp_cbf_us,Council Bluffs Municipal Airport,,,,,,Council Bluffs,CBF,US,KCBF,41.25998,-95.7601,America/Chicago
arp_cwr_au,Cowarie Airport,,,,,,Cowarie,CWR,AU,YCWI,-27.71152,138.32794,Australia/Adelaide
arp_fyn_cn,Fuyun Koktokay Airport,,,,,,Fuyun,FYN,CN,ZWFY,46.804176,89.51225,Asia/Shanghai
arp_kpm_pg,Kompiam Airport,,,,,,Kompiam,KPM,PG,AYAQ,-5.381944,143.92482,Pacific/Port_Moresby
arp_dob_id,Rar Gwamar Airport,,,,,,Dobo,DOB,ID,WAPD,-5.773833,134.21068,Asia/Jayapura
arp_tln_fr,Toulon-Hyères Airport,,,,,,Toulon,TLN,FR,LFTH,43.094643,6.150671,Europe/Paris
arp_brt_au,Bathurst Island Airport,,,,,,Bathurst Island,BRT,AU,YBTI,-11.768551,130.61919,Australia/Darwin
arp_tbp_pe,Capitán FAP Pedro Canga Rodríguez Airport,,,,,,Tumbes,TBP,PE,SPME,-3.552094,-80.38209,America/Lima
arp_vne_fr,Vannes-Meucon Airport,,,,,,Vannes,VNE,FR,LFRV,47.72199,-2.723092,Europe/Paris
arp_biu_is,Bildudalur Airport,,,,,,Bildudalur,BIU,IS,BIBD,65.64149,-23.54634,Atlantic/Reykjavik
arp_bov_pg,Boang Airport,,,,,,Boang Island,BOV,PG,,-3.04424,152.6295,Pacific/Port_Moresby
arp_kgk_us,Koliganek Airport,,,,,,Koliganek,KGK,US,PAJZ,59.72662,-157.25923,America/Anchorage
arp_ktj_ke,Kichwa Tembo Airport,,,,,,Mara Lodges,KTJ,KE,HKTB,-1.263772,35.02286,Africa/Nairobi
arp_aae_dz,Rabah Bitat Airport,,,,,,Annaba,AAE,DZ,DABB,36.82472,7.821001,Africa/Algiers
arp_rot_nz,Rotorua Regional Airport,,,,,,Rotorua,ROT,NZ,NZRO,-38.10936,176.31715,Pacific/Auckland
arp_wlh_vu,Walaha Airport,,,,,,Walaha,WLH,VU,NVSW,-15.411999,167.691,Pacific/Efate
arp_bgo_no,Bergen Airport,,,,,,Bergen,BGO,NO,ENBR,60.292614,5.220079,Europe/Oslo
arp_brs_gb,Bristol Airport,,,,,,Bristol,BRS,GB,EGGD,51.383167,-2.716318,Europe/London
arp_dvo_ph,Davao International Airport,,,,,,Davao,DVO,PH,RPMD,7.126669,125.64575,Asia/Manila
arp_deq_us,J Lynn Helms Sevier County Airport,,,,,,Huzhou,DEQ,US,,34.046734,-94.400734,America/Chicago
arp_tsy_id,Tasikmalaya Wiriadinata Airport,,,,,,Tasikmalaya,TSY,ID,WICM,-7.346703,108.24608,Asia/Jakarta
arp_rme_us,Griffiss International Airport,,,,,,Rome,RME,US,KRME,43.232937,-75.40657,America/New_York
arp_kys_ml,Kayes Airport,,,,,,Kayes,KYS,ML,GAKY,14.480513,-11.402975,Africa/Bamako
arp_krs_no,Kristiansand Kjevik Airport,,,,,,Kristiansand,KRS,NO,ENCN,58.204018,8.08457,Europe/Oslo
arp_sbg_id,Maimun Saleh Airport,,,,,,Sabang,SBG,ID,WITN,5.873243,95.34035,Asia/Jakarta
arp_kfa_mr,Kiffa Airport,,,,,,Kiffa,KFA,MR,GQNF,16.58984,-11.40601,Africa/Nouakchott
arp_mat_cd,Tshimpi Airport,,,,,,Matadi,MAT,CD,FZAM,-5.79961,13.4404,Africa/Kinshasa
arp_flr_it,Amerigo Vespucci Airport,,,,,,Florence,FLR,IT,LIRQ,43.809326,11.203161,Europe/Rome
arp_cer_fr,Cherbourg – Maupertus Airport,,,,,,Cherbourg,CER,FR,LFRC,49.649338,-1.472069,Europe/Paris
arp_msg_ls,Matsaile Airport,,,,,,Matsaile,MSG,LS,FXMA,-29.84104,28.776236,Africa/Maseru
arp_dut_us,Unalaska Airport,,,,,,Unalaska,DUT,US,PADU,53.89937,-166.54422,America/Nome
arp_kay_fj,Wakaya Island Airport,,,,,,Wakaya Island,KAY,FJ,NFNW,-17.629263,179.01035,Pacific/Fiji
arp_inw_us,Winslow-Lindbergh Regional Airport,,,,,,Winslow,INW,US,KINW,35.021244,-110.71791,America/Phoenix
arp_dlf_us,Laughlin Air Force Base Airport,cit_drt_us,Del Rio,US,,,Del Rio,DLF,US,KDLF,29.35852,-100.77969,America/Chicago
arp_lec_br,Lençóis Airport,,,,,,Lençóis,LEC,BR,SBLE,-12.483111,-41.275696,America/Bahia
arp_bho_in,Raja Bhoj Airport,,,,,,Bhopal,BHO,IN,VABP,23.28919,77.33652,Asia/Kolkata
arp_mqw_us,Telfair-Wheeler Airport,,,,,,McRae,MQW,US,KMQW,32.094616,-82.88225,America/New_York
arp_xbb_ca,Blubber Bay Airport,,,,,,Blubber Bay,XBB,CA,,49.79976,-124.63306,America/Vancouver
arp_coz_do,Constanza Dom Re Airport,,,,,,Constanza,COZ,DO,MDCZ,18.907639,-70.72067,America/Santo_Domingo
arp_fbm_cd,Lubumbashi International Airport,,,,,,Lubumbashi,FBM,CD,FZQA,-11.591205,27.530867,Africa/Lubumbashi
arp_myt_mm,Myitkyina Airport,,,,,,Myitkyina,MYT,MM,VYMK,25.383028,97.352936,Asia/Yangon
arp_uje_mh,Ujae Airport,,,,,,Ujae Atoll,UJE,MH,UJAP,8.92806,165.762,Pacific/Majuro
arp_org_sr,Zorg en Hoop Airport,cit_pbm_sr,Paramaribo,SR,,,Paramaribo,ORG,SR,SMZO,5.811213,-55.190926,America/Paramaribo
arp_hvb_au,Hervey Bay Airport,,,,,,Hervey Bay,HVB,AU,YHBA,-25.320187,152.88419,Australia/Brisbane
arp_btl_us,W. K. Kellogg Airport,,,,,,Battle Creek,BTL,US,KBTL,42.3092,-85.249985,America/Detroit
arp_yjs_kp,Samjiyon Airport,,,,,,Samjiyon,YJS,KP,ZKSE,41.90715,128.40987,Asia/Pyongyang
arp_rka_pf,Aratika-Nord Airport,,,,,,Aratika,RKA,PF,NTKK,-15.485299,-145.46944,Pacific/Tahiti
arp_gnf_us,Gansner Field,,,,,,Quincy,GNF,US,,39.943897,-120.94514,America/Los_Angeles
arp_jck_au,Julia Creek Airport,,,,,,Julia Creek,JCK,AU,YJLC,-20.6678,141.72278,Australia/Brisbane
arp_lpe_co,La Primavera Airport,,,,,,La Primavera,LPE,CO,SKIM,5.478151,-70.42062,America/Bogota
arp_lrq_ca,Laurie River Airport,,,,,,Laurie River,LRQ,CA,,56.248432,-101.304016,America/Winnipeg
arp_mia_us,Miami International Airport,cit_mia_us,Miami,US,,,Miami,MIA,US,KMIA,25.794535,-80.288826,America/New_York
arp_tcn_mx,Tehuacán Airport,,,,,,Tehuacan,TCN,MX,MMHC,18.495111,-97.41834,America/Mexico_City
arp_yxx_ca,Abbotsford International Airport,,,,,,Abbotsford,YXX,CA,CYXX,49.024208,-122.367775,America/Vancouver
arp_auy_vu,Anatom Airport,,,,,,Anatom Island,AUY,VU,NVVA,-20.249136,169.77107,Pacific/Efate
arp_ctk_us,Canton Municipal Airport,,,,,,Canton,CTK,US,,43.309216,-96.570496,America/Chicago
arp_cnd_ro,Mihail Kogălniceanu International Airport,,,,,,Constanța,CND,RO,LRCK,44.362118,28.488312,Europe/Bucharest
arp_pgx_fr,Périgueux-Bassillac Airport,,,,,,Perigueux,PGX,FR,LFBX,45.19751,0.814587,Europe/Paris
arp_vap_cl,Rodelillo Airport,,,,,,Valparaiso,VAP,CL,SCRD,-33.06686,-71.5577,America/Santiago
arp_lzc_mx,Lázaro Cárdenas Airport,,,,,,Lázaro Cárdenas,LZC,MX,MMLC,18.00049,-102.22143,America/Mexico_City
arp_iis_pg,Nissan Island Airport,,,,,,Nissan Island,IIS,PG,AYIA,-4.499701,154.22601,Pacific/Port_Moresby
arp_nhx_us,Barin Naval Outlying Field Airport,,,,,,Foley,NHX,US,KNBJ,30.389507,-87.63376,America/Chicago
arp_cdj_br,Conceição do Araguaia Airport,,,,,,Conceicao do Araguaia,CDJ,BR,SBAA,-8.34835,-49.3015,America/Belem
arp_gtp_us,Grants Pass Airport,,,,,,Grants Pass,GTP,US,,42.50968,-123.38848,America/Los_Angeles
arp_kps_au,Kempsey Airport,,,,,,Kempsey,KPS,AU,YKMP,-31.071697,152.76747,Australia/Sydney
arp_ykk_ca,Kitkatla Airport,,,,,,Kitkatla,YKK,CA,,53.7267,-130.648,America/Vancouver
arp_new_us,Lakefront Airport,cit_msy_us,New Orleans,US,,,New Orleans,NEW,US,KNEW,30.04193,-90.027565,America/Chicago
arp_nsv_au,Noosa Airport,,,,,,Noosaville,NSV,AU,YNSH,-26.60413,153.09077,Australia/Brisbane
arp_svk_bz,Silver Creek Airport,,,,,,Silver Creek,SVK,BZ,,16.728426,-88.36981,America/Belize
arp_txr_au,Tanbar Airport,,,,,,Tanbar,TXR,AU,,-25.849056,141.92813,Australia/Brisbane
arp_wre_nz,Whangarei Airport,,,,,,Whangarei,WRE,NZ,NZWR,-35.767944,174.36453,Pacific/Auckland
arp_bcf_cf,Bouca Airport,,,,,,Bouca,BCF,CF,FEGU,6.516304,18.272812,Africa/Bangui
arp_mgr_us,Moultrie Municipal Airport,cit_mgr_us,Moultrie,US,,,Moultrie,MGR,US,KMGR,31.085068,-83.80387,America/New_York
arp_pxr_th,Surin Airport,,,,,,Surin,PXR,TH,VTUJ,14.869086,103.49809,Asia/Bangkok
arp_olf_us,Wolf Point L. M. Clayton Airport,,,,,,Wolf Point,OLF,US,KOLF,48.094463,-105.57498,America/Denver
arp_sxf_de,Berlin-Schönefeld Airport,cit_ber_de,Berlin,DE,,,Berlin,SXF,DE,EDDB,52.381813,13.522205,Europe/Berlin
arp_cfq_ca,Creston Airport,,,,,,Creston,CFQ,CA,,49.036922,-116.49817,America/Creston
arp_ebd_sd,El Obeid Airport,,,,,,El Obeid,EBD,SD,HSOB,13.155108,30.233023,Africa/Khartoum
arp_ptq_br,Porto de Moz Airport,,,,,,Porto de Moz,PTQ,BR,SNMZ,-1.745778,-52.23832,America/Belem
arp_rsx_us,Rouses Point Seaplane Base,,,,,,Rouses Point,RSX,US,,44.99121,-73.36367,America/New_York
